response,model,created_at,done_reason,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration,input_text,gold_label,label_count,mentioned_labels
"**COSTS**, **WASTE** 


Let me explain why:

* **COSTS:** The sentence mentions uranium being a ""scarce resource"" and that its supply is limited. This implies concerns about the economic viability and potential rising costs associated with nuclear energy in the long term.

* **WASTE:**  The fact that uranium supply is finite points towards the issue of radioactive waste disposal, which is a major challenge and cost factor for nuclear energy. 
",gemma2:27b,2024-09-11T15:12:21.911258807Z,stop,2607640367,56557468,202,58009000,95,2449621000,"Uranium is a scarce resource , its supply is estimated to last only for the next 30 to 60 years depending on the actual demand .",['RELIABILITY'],2,"['COSTS', 'WASTE']"
"ENVIRONMENTAL_IMPACT, WASTE 
",gemma2:27b,2024-09-11T15:12:22.387416296Z,stop,387596172,54270878,207,62259000,8,183036000,Former Energy Secretary Steven Chu during a keynote address at an American Bar Association forum in California last week cast nuclear power as critical to curbing greenhouse gas emissions despite challenges surrounding spent fuel .,"['ENVIRONMENTAL_IMPACT', 'WASTE']",2,"['WASTE', 'ENVIRONMENTAL_IMPACT']"
"WASTE 
",gemma2:27b,2024-09-11T15:12:22.667842677Z,stop,232276127,54404071,193,51948000,4,80429000,"Over time , spent nuclear fuel decays to safe radioactive levels , but this process takes tens of thousands of years .",['WASTE'],1,['WASTE']
"ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:23.037486603Z,stop,321908912,59462624,207,61281000,7,156174000,"The increased opposition to nuclear power does not seem to result from a fear of it , as there have been no major nuclear disasters anywhere in the world since 2011 .",['ACCIDENTS/SECURITY'],1,['ACCIDENTS/SECURITY']
"WASTE, HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:23.440285701Z,stop,356604744,59946187,180,42855000,9,210030000,It 's still radioactive and potentially deadly .,['HEALTH_EFFECTS'],2,"['HEALTH_EFFECTS', 'WASTE']"
"FOSSIL_FUELS, RENEWABLES 
",gemma2:27b,2024-09-11T15:12:23.947846952Z,stop,460146035,56346171,184,46521000,13,313835000,The only energy source that can replace FF ’s is nuclear .,['FOSSIL_FUELS'],2,"['RENEWABLES', 'FOSSIL_FUELS']"
"**ENERGY_POLICY**, **FOSSIL_FUELS**, **RENEWABLES** 


Let me explain why:

* **ENERGY_POLICY:** The statement implies a discussion about what constitutes a desirable energy source, placing it within the realm of energy policy.
* **FOSSIL_FUELS:** By stating nuclear energy is *not* renewable, it implicitly contrasts it with fossil fuels, which are also non-renewable.
* **RENEWABLES:** The mention of ""not renewable"" directly relates to the concept of renewable energy sources. 
",gemma2:27b,2024-09-11T15:12:27.128637767Z,stop,3133052431,55543390,179,42186000,116,2990989000,: Nuclear energy is not renewable resource .,['RELIABILITY'],3,"['RENEWABLES', 'FOSSIL_FUELS', 'ENERGY_POLICY']"
"ACCIDENTS/SECURITY, PUBLIC_DEBATE, HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:27.832712871Z,stop,617013587,55469279,201,58007000,17,416516000,"For example , billions of becquerels of radiation leaking from Fukushima are thrown around to lay audiences who have no idea what a becquerel is .","['HEALTH_EFFECTS', 'PUBLIC_DEBATE']",3,"['HEALTH_EFFECTS', 'PUBLIC_DEBATE', 'ACCIDENTS/SECURITY']"
"ENERGY_POLICY 
RELIABILITY  
",gemma2:27b,2024-09-11T15:12:28.289831187Z,stop,452293279,54946816,190,47526000,11,262608000,In other words : It is an illusion to build new nuclear power plants in a short time .,['COSTS'],2,"['ENERGY_POLICY', 'RELIABILITY']"
"ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:28.644806436Z,stop,309242637,56432972,191,51136000,7,158457000,On 6 August 1945 a single nuclear bomb devastated the Japanese city of Hiroshima .,['WEAPONS'],1,['ACCIDENTS/SECURITY']
"HEALTH_EFFECTS, ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:12:29.103180694Z,stop,411746722,60096870,184,45922000,11,261880000,People may need to be permanently evacuated from areas contaminated with radiation .,['ENVIRONMENTAL_IMPACT'],2,"['HEALTH_EFFECTS', 'ENVIRONMENTAL_IMPACT']"
"WASTE, HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:29.527881535Z,stop,380134764,55710366,215,72855000,9,207703000,"This waste is actually a cocktail of chemicals such as Cesium-137 , Iodine-129 , Strontium-90 , and Plutonium-239 , each radioactive and cancer-causing .","['HEALTH_EFFECTS', 'WASTE']",2,"['HEALTH_EFFECTS', 'WASTE']"
"RENEWABLES, ENERGY_POLICY, ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:12:30.075415516Z,stop,499728183,56110424,214,61692000,14,338192000,"Thus , as concerns about climate change have grown , Congress and the states have adopted subsidies and tax credits to expand electricity production from low-carbon and carbon-free renewable fuels in an effort to reduce greenhouse gas emissions .",['RENEWABLES'],3,"['RENEWABLES', 'ENERGY_POLICY', 'ENVIRONMENTAL_IMPACT']"
"ACCIDENTS/SECURITY, COSTS 
",gemma2:27b,2024-09-11T15:12:30.568040493Z,stop,404599103,56992208,191,51886000,9,209968000,"Taxpayers , not nuclear industry , assume risks of disaster "" 6 reasons against nuclear energy "" .","['ACCIDENTS/SECURITY', 'ENERGY_POLICY']",2,"['COSTS', 'ACCIDENTS/SECURITY']"
"COSTS, RELIABILITY 
",gemma2:27b,2024-09-11T15:12:30.983117042Z,stop,367729704,57871251,192,52232000,9,209837000,"Modern designs are modular , smaller and quicker to build ( less interest costs ) , thus further improving economics .","['COSTS', 'TECHNOLOGICAL_INNOVATION']",2,"['COSTS', 'RELIABILITY']"
"ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:12:31.316239688Z,stop,288936825,56624970,201,58118000,6,130745000,The nuclear industry would like us to believe that nuclear power offers a much better option for generating electricity without releasing significant amounts of greenhouse gases or toxic pollution .,['ENVIRONMENTAL_IMPACT'],1,['ENVIRONMENTAL_IMPACT']
"WEAPONS 
",gemma2:27b,2024-09-11T15:12:31.658651596Z,stop,290836684,56018862,208,61420000,6,129965000,New nuclear reprocessing systems reduce risks of weapons-use Reprocessing systems can be designed to make it more difficult to re-direct nuclear fuel into weapons-grade nuclear materials .,['WEAPONS'],1,['WEAPONS']
"WASTE 

ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:12:32.065419935Z,stop,361676004,58544018,188,47246000,9,210782000,Building new nuclear power stations would increase the most toxic high level waste five-fold .,['WASTE'],2,"['WASTE', 'ENVIRONMENTAL_IMPACT']"
"ENVIRONMENTAL_IMPACT 
WASTE  
",gemma2:27b,2024-09-11T15:12:32.468004016Z,stop,356437308,54409400,186,46456000,9,210076000,It does not emit greenhouse gases and the waste can be disposed of easily .,"['ENVIRONMENTAL_IMPACT', 'WASTE']",2,"['WASTE', 'ENVIRONMENTAL_IMPACT']"
"TECHNOLOGICAL_INNOVATION 
",gemma2:27b,2024-09-11T15:12:32.851429062Z,stop,335875157,54314467,197,52361000,8,183734000,The fuel necessary to generate energy is uranium and the power originated from the nuclear fission of its atoms produces an incredible amount of energy .,['RELIABILITY'],1,['TECHNOLOGICAL_INNOVATION']
"RELIABILITY 
",gemma2:27b,2024-09-11T15:12:33.187997176Z,stop,288341657,56291839,205,58527000,6,130082000,"Alongside that , the highly centralized nature of nuclear plants means that if one or more goes down , at one stroke it takes out an enormous chunk of the electricity supply grid .","['RELIABILITY', 'ENERGY_POLICY']",1,['RELIABILITY']
"WASTE 
",gemma2:27b,2024-09-11T15:12:33.471320233Z,stop,235817457,61743522,185,46618000,4,80686000,Waste lasts 200 – 500 thousand years .,['WASTE'],1,['WASTE']
"HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:33.82472023Z,stop,305207913,55044528,189,46431000,7,158944000,Renewed operation of TMI-1 may well cause psychological health problems for these people .,['HEALTH_EFFECTS'],1,['HEALTH_EFFECTS']
"ACCIDENTS/SECURITY 
PUBLIC_DEBATE 
",gemma2:27b,2024-09-11T15:12:34.330459821Z,stop,458548511,55964360,184,45812000,13,313332000,The majority of the public consider nuclear power plants to be unsafe .,['ACCIDENTS/SECURITY'],2,"['PUBLIC_DEBATE', 'ACCIDENTS/SECURITY']"
"ENERGY_POLICY, COSTS, ENVIRONMENTAL_IMPACT, FOSSIL_FUELS  
",gemma2:27b,2024-09-11T15:12:35.025507386Z,stop,649763275,55647822,236,81971000,19,468224000,"The best reason to use more nuclear power , and the reason it is proving so popular with 21st century governments keen to save money and reduce reliance on oil ( 14 ) - particularly from countries that have seen political instability in the last few years - is the very low greenhouse gas emissions ( 7 ) .","['ENVIRONMENTAL_IMPACT', 'COSTS', 'ENERGY_POLICY', 'FOSSIL_FUELS']",4,"['COSTS', 'FOSSIL_FUELS', 'ENERGY_POLICY', 'ENVIRONMENTAL_IMPACT']"
"ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:35.479111938Z,stop,359409885,56812063,205,59220000,7,156728000,"The risk of terrible nuclear accidents like Chernobyl , Three Mile Island and Windscale ( Sellafield ) will plague a new generation of power stations as it did the first .",['ACCIDENTS/SECURITY'],1,['ACCIDENTS/SECURITY']
"HEALTH_EFFECTS, ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:35.975222015Z,stop,447612796,54881224,214,62069000,12,285893000,"They may suffer "" anxiety , tension and fear , a sense of helplessness , "" and accompanying physical disorders , n. 2 , supra , because of the risk that their relatives may be harmed in a nuclear accident .",['ACCIDENTS/SECURITY'],2,"['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"ENVIRONMENTAL_IMPACT 

**Explanation:** The sentence focuses on the low CO2 emissions associated with nuclear power plants, which is a key argument within the debate about nuclear energy's environmental impact. 
",gemma2:27b,2024-09-11T15:12:37.233234375Z,stop,1209709529,53588198,182,43416000,42,1065885000,"With nuclear power plants , CO2 emissions are minimal .",['ENVIRONMENTAL_IMPACT'],1,['ENVIRONMENTAL_IMPACT']
"ACCIDENTS/SECURITY 
HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:37.828500938Z,stop,504992934,53882997,189,47017000,13,314287000,Fistly if its not properly secured something bad could happen and lots of people could die .,['ACCIDENTS/SECURITY'],2,"['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:38.186480935Z,stop,310811368,56164126,197,52741000,7,158396000,"The nuclear industry has an excellent safety record , with some 14,800 reactor years of operation spanning five decades .",['ACCIDENTS/SECURITY'],1,['ACCIDENTS/SECURITY']
"ENERGY_POLICY, COSTS, FOSSIL_FUELS  
",gemma2:27b,2024-09-11T15:12:38.757012957Z,stop,525305263,59492634,199,57342000,15,364407000,"With the concern about climate change and the increased cost of fossil fuels , there has been an increase interest in using nuclear energy to produce electricity .","['ENVIRONMENTAL_IMPACT', 'FOSSIL_FUELS']",3,"['COSTS', 'FOSSIL_FUELS', 'ENERGY_POLICY']"
"ENVIRONMENTAL_IMPACT 
WASTE 
",gemma2:27b,2024-09-11T15:12:39.242969238Z,stop,399329764,53358992,184,46445000,9,210290000,Reprocessing nuclear waste is not a viable environmental solution .,"['ENVIRONMENTAL_IMPACT', 'WASTE']",2,"['WASTE', 'ENVIRONMENTAL_IMPACT']"
"ACCIDENTS/SECURITY 


Let me know if you'd like me to analyze any other sentences! 
",gemma2:27b,2024-09-11T15:12:40.033758228Z,stop,746123197,55052527,189,46431000,24,600014000,"Any risk of another Chernobyl or Mile High is intolerable "" The case against nuclear power "" .",['ACCIDENTS/SECURITY'],1,['ACCIDENTS/SECURITY']
"ACCIDENTS/SECURITY 
ENVIRONMENTAL_IMPACT 
HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:40.762208907Z,stop,638579999,54749119,197,52295000,18,442708000,"The consequences of an accident would be absolutely devastating both for human being as for the nature ( see here , here or here ) .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY', 'HEALTH_EFFECTS']",3,"['HEALTH_EFFECTS', 'ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"FOSSIL_FUELS, ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:12:41.290451368Z,stop,523645540,59649777,211,62490000,13,312133000,"If these plants are shuttered , their output will be replaced in many cases by natural gas generation , which will increase greenhouse gas emissions , as has occurred after recent nuclear plant closures in Vermont and Wisconsin .",['FOSSIL_FUELS'],2,"['FOSSIL_FUELS', 'ENVIRONMENTAL_IMPACT']"
"ENERGY_POLICY 
FOSSIL_FUELS
RENEWABLES 
",gemma2:27b,2024-09-11T15:12:41.93522972Z,stop,599373809,54198224,199,57572000,18,442286000,The nuclear phase-out is as much part of the Energiewende ( energy transition ) as the move towards a low-carbon economy .,['ENVIRONMENTAL_IMPACT'],3,"['RENEWABLES', 'FOSSIL_FUELS', 'ENERGY_POLICY']"
"ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:12:42.354601857Z,stop,331019508,56808033,199,57479000,6,130994000,"Because nuclear energy has such a small impact on its surroundings , nuclear power plants provide excellent habitat for all species of plants and animals to thrive .",['ENVIRONMENTAL_IMPACT'],1,['ENVIRONMENTAL_IMPACT']
"RENEWABLES, FOSSIL_FUELS 
",gemma2:27b,2024-09-11T15:12:42.885509767Z,stop,486273766,56082503,219,74012000,13,312013000,"In fact , to equal the electrical output of a single 3.000 megawatt-electric nuclear generating station , it would take roughly 2.000 wind turbines or 140 square kilometres of solar panels .","['RELIABILITY', 'RENEWABLES']",2,"['RENEWABLES', 'FOSSIL_FUELS']"
"PUBLIC_DEBATE 
",gemma2:27b,2024-09-11T15:12:43.241162072Z,stop,309523013,55013216,191,51633000,7,158129000,The anti-uranium movement has used a wide variety of methods to inform and involve the community .,['PUBLIC_DEBATE'],1,['PUBLIC_DEBATE']
"COSTS, RELIABILITY 
",gemma2:27b,2024-09-11T15:12:43.649176194Z,stop,361685204,55646831,195,51902000,9,209827000,"Wind power typically costs much more than nuclear - often twice as much per kWh , and can not provide power on demand .","['COSTS', 'RENEWABLES']",2,"['COSTS', 'RELIABILITY']"
"RENEWABLES, COSTS 
",gemma2:27b,2024-09-11T15:12:44.040378711Z,stop,344848830,63773896,198,52954000,8,184048000,"If the money pumped into nuclear had been spent on renewables , then the pay-off would have been much greater per-euro invested .",['RENEWABLES'],2,"['COSTS', 'RENEWABLES']"
"ENVIRONMENTAL_IMPACT 
ENERGY_POLICY 


Let me know if you'd like me to analyze any other sentences! I'm ready for more coding.  
",gemma2:27b,2024-09-11T15:12:45.150252043Z,stop,1062719473,54780579,195,52075000,36,910871000,"So if nuclear power can play a role in cooling our planet , the Lantern thinks it deserves to stay on the table .",['ENVIRONMENTAL_IMPACT'],2,"['ENERGY_POLICY', 'ENVIRONMENTAL_IMPACT']"
"RENEWABLES 
",gemma2:27b,2024-09-11T15:12:45.483857658Z,stop,288133410,56595117,202,58105000,6,130398000,"Furthermore , if we do n’t start using renewable now then we may never make the switch , so this is the chance to take that first step .",['RENEWABLES'],1,['RENEWABLES']
"TECHNOLOGICAL_INNOVATION, RELIABILITY, COSTS 
",gemma2:27b,2024-09-11T15:12:46.043078941Z,stop,511484259,55744465,217,73225000,14,338416000,So there ’s enormous excitement and concerted action on nuclear energy — whether it ’s modifying and refining the technology for extant fission reactors by increasing their safety and reliability while lowering their costs or the many worldwide efforts toward achieving nuclear fusion .,"['RELIABILITY', 'COSTS', 'ACCIDENTS/SECURITY']",3,"['COSTS', 'TECHNOLOGICAL_INNOVATION', 'RELIABILITY']"
"ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:12:46.457799149Z,stop,326235632,58318671,186,47205000,6,132458000,"Although the casualties were not that high , but it caused serious environmental concerns .",['ENVIRONMENTAL_IMPACT'],1,['ENVIRONMENTAL_IMPACT']
"COSTS, RELIABILITY 
",gemma2:27b,2024-09-11T15:12:46.866258051Z,stop,362762532,56968947,199,55312000,9,207860000,"Nuclear : The crowning mother of expenses , nuclear is the blunt force of power generation for things like super-heavy industrial use or large cities .",['COSTS'],2,"['COSTS', 'RELIABILITY']"
"RENEWABLES 
",gemma2:27b,2024-09-11T15:12:47.189224767Z,stop,277422800,47050166,199,56140000,6,129983000,"In contrast , measures such as bicycle transport , passive solar design , solar heating , wind power or biogas production lend themselves to local community control .",['RENEWABLES'],1,['RENEWABLES']
"HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:47.542816786Z,stop,306852502,55487408,191,50009000,7,157513000,Uranium mining is highly regulated in most countries and standards ensure that no adverse health effects are likely .,['HEALTH_EFFECTS'],1,['HEALTH_EFFECTS']
"ACCIDENTS/SECURITY, ENVIRONMENTAL_IMPACT, HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:48.131895213Z,stop,544176107,52914181,204,58465000,16,389938000,Radiation levels in the surrounding water have soared as high as 7.5 million times the legal limit while elevated radiation levels are now being detected in the United States .,['ENVIRONMENTAL_IMPACT'],3,"['HEALTH_EFFECTS', 'ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"ACCIDENTS/SECURITY 


Let me know if you have any other sentences you'd like coded! 
",gemma2:27b,2024-09-11T15:12:49.023282671Z,stop,803552740,56812533,193,51846000,24,600256000,"If building new plants is as dangerous as critiques claim , would n't these existing plants be shut down ?",['ACCIDENTS/SECURITY'],1,['ACCIDENTS/SECURITY']
"ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:49.384026358Z,stop,356323842,58076666,184,46783000,7,158244000,The Chernobyl disaster is perhaps one of the worst in human history .,['ACCIDENTS/SECURITY'],1,['ACCIDENTS/SECURITY']
"**ENVIRONMENTAL_IMPACT** 


Let me know if you have other sentences you'd like me to code! 
",gemma2:27b,2024-09-11T15:12:50.223214676Z,stop,791649849,57268665,181,41856000,26,650054000,Nuclear power plants use much more water than alternatives .,['ENVIRONMENTAL_IMPACT'],1,['ENVIRONMENTAL_IMPACT']
"ENVIRONMENTAL_IMPACT, 
PUBLIC_DEBATE 
",gemma2:27b,2024-09-11T15:12:50.810845702Z,stop,499612445,48999417,195,50893000,13,313102000,The rise of environmental consciousness and the fears of nuclear fallout have done much to militate against widespread enthusiasm for nuclear energy .,['ENVIRONMENTAL_IMPACT'],2,"['ENVIRONMENTAL_IMPACT', 'PUBLIC_DEBATE']"
"ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:51.160465918Z,stop,344858651,54243545,179,42483000,7,158457000,Nuclear plants also are safe for workers .,['HEALTH_EFFECTS'],1,['ACCIDENTS/SECURITY']
"ENVIRONMENTAL_IMPACT 
ACCIDENTS/SECURITY 
HEALTH_EFFECTS  


**Explanation:**

* **ENVIRONMENTAL_IMPACT:** The sentence discusses the impact of a nuclear event (Chernobyl) on wildlife.
* **ACCIDENTS/SECURITY:**  The reference to Chernobyl, a site of a major nuclear accident, directly relates to this aspect.
* **HEALTH_EFFECTS:** While the sentence focuses on wildlife flourishing, it implicitly acknowledges the potential health effects (""fallout"") associated with a nuclear accident. 
",gemma2:27b,2024-09-11T15:12:54.130232976Z,stop,2922759273,54723538,212,60160000,107,2761993000,"Wildlife has been flourishing there ( partly in the absence of humans , but clearly not harmed by the fallout ) , as described in Mary Mycio ’s book Wormwood Forest : A Natural History of Chernobyl .",['ENVIRONMENTAL_IMPACT'],3,"['HEALTH_EFFECTS', 'ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"WASTE, TECHNOLOGICAL_INNOVATION 
",gemma2:27b,2024-09-11T15:12:54.576365606Z,stop,392789519,55236202,205,58598000,10,234445000,"The Department of Energy ( DOE ) is expanding its development of nuclear reactors that churn out large amounts of waste heat , which could be used in a number of other industries .",['TECHNOLOGICAL_INNOVATION'],2,"['WASTE', 'TECHNOLOGICAL_INNOVATION']"
"ENERGY_POLICY, COSTS, RELIABILITY 
",gemma2:27b,2024-09-11T15:12:55.087640467Z,stop,464317288,58221340,223,74206000,12,286079000,"January 8 , 2008 : "" Nuclear is not an available power source in the Philippines , and , given the DOE ’s power forecasts , a nuclear plant will be a poor choice to meet power demand because it takes too long to build .","['RELIABILITY', 'COSTS']",3,"['COSTS', 'ENERGY_POLICY', 'RELIABILITY']"
"Here's a breakdown of the coding for the given sentence:

* **ENERGY_POLICY:** The sentence discusses the concentration of power related to nuclear energy decisions, indicating a concern about energy policy structures. 
* **PUBLIC_DEBATE:** The phrasing ""putting it in the hands of experts...Big Government"" suggests an underlying debate about who should control nuclear energy and the transparency of decision-making processes.


Let me know if you have any other sentences you'd like coded! 
",gemma2:27b,2024-09-11T15:12:57.923901943Z,stop,2788323686,59669448,198,52213000,102,2632429000,"Nuclear power is the ultimate way of centralising power , putting it in the hands of experts , multi-national corporations and Big Government .",['ENERGY_POLICY'],2,"['ENERGY_POLICY', 'PUBLIC_DEBATE']"
"HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:12:58.286100558Z,stop,314439072,56485986,202,57930000,7,156834000,"Opponents also question the negative health effects nuclear energy can expose to the public , in addition to the workers who interact with the matter on a daily basis .",['HEALTH_EFFECTS'],1,['HEALTH_EFFECTS']
"WASTE  
",gemma2:27b,2024-09-11T15:12:58.568996838Z,stop,237061596,54610955,208,59435000,4,78296000,"More than 58,000 metric tons of highly radioactive spent fuel already has accumulated at reactor sites around the U.S. for which there currently is no permanent repository .",['WASTE'],1,['WASTE']
"FOSSIL_FUELS 
",gemma2:27b,2024-09-11T15:12:58.977398357Z,stop,361823645,56926396,191,51924000,9,210151000,Probably those who receive considerable income from coal also oppose nuclear power ; I shall refrain from mentioning names .,['FOSSIL_FUELS'],1,['FOSSIL_FUELS']
"ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:12:59.332625219Z,stop,309348856,55940900,193,50746000,7,158642000,There ’s a subtext that a nuclear disaster ( like Deepwater Horizon ) will devastate the arctic .,['ACCIDENTS/SECURITY'],1,['ACCIDENTS/SECURITY']
"WEAPONS 
",gemma2:27b,2024-09-11T15:12:59.664351012Z,stop,284748159,54723886,198,53079000,6,132039000,Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .,['WEAPONS'],1,['WEAPONS']
"WASTE 
HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:13:00.106852466Z,stop,395252893,64915995,196,52051000,10,235532000,One of the greatest fears of nuclear power is that the radioactive waste that results can remain hazardous for hundreds of thousands of years .,['WASTE'],2,"['HEALTH_EFFECTS', 'WASTE']"
"HEALTH_EFFECTS, ACCIDENTS/SECURITY 
",gemma2:27b,2024-09-11T15:13:00.637221757Z,stop,485275536,58485165,255,93867000,12,288069000,"studies worldwide ( for a partial listing see Charles Sanders ’s 2009 book Radiation Hormesis and the Linear-No-Threshold Assumption and for a more complete , though more dated , listing see T.D. Luckey ’s 1991 book Radiation Hormesis ) to be false at the low-dose ranges to which most nuclear workers , accident responders , and nearby residents have been exposed .",['HEALTH_EFFECTS'],2,"['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"ACCIDENTS/SECURITY, HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:13:01.127488706Z,stop,443912632,53458865,198,52449000,12,287132000,"Hundreds of thousands people had to be evacuated , and millions more were left to live in areas that were dangerous to their health and lives .",['HEALTH_EFFECTS'],2,"['HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"ENERGY_POLICY, ENVIRONMENTAL_IMPACT 
",gemma2:27b,2024-09-11T15:13:01.572642118Z,stop,393223390,56404043,210,59733000,10,233750000,"September 12 , 2007 : "" Here 's the reality : The U.S. needs more energy , and we need to get it without further harming our environment .","['RELIABILITY', 'ENVIRONMENTAL_IMPACT']",2,"['ENERGY_POLICY', 'ENVIRONMENTAL_IMPACT']"
"ACCIDENTS/SECURITY 
HEALTH_EFFECTS
COSTS 
",gemma2:27b,2024-09-11T15:13:02.168430778Z,stop,548918299,56356380,213,59976000,16,389214000,"If a meltdown were to occur in either the reactor or the spent fuel pool , the accident could kill and injure tens of thousands of people , cost billions of dollars in damages and leave large regions uninhabitable .","['ENVIRONMENTAL_IMPACT', 'COSTS', 'ACCIDENTS/SECURITY']",3,"['COSTS', 'HEALTH_EFFECTS', 'ACCIDENTS/SECURITY']"
"ENVIRONMENTAL_IMPACT, WASTE 
",gemma2:27b,2024-09-11T15:13:02.642839288Z,stop,387562859,55738843,211,61914000,8,181836000,"Yet many of the articles that describe their lives still , out of oxymoronic habit , use scare phrases like “ toxic wasteland , ” “ most highly contaminated on earth , ” and so on .",['PUBLIC_DEBATE'],2,"['WASTE', 'ENVIRONMENTAL_IMPACT']"
"WASTE 
HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:13:03.073379677Z,stop,385722822,56776892,197,50912000,10,235148000,"April 16th , 2006 : "" [ Claim :] Nuclear waste will be dangerous for thousands of years .",['WASTE'],2,"['HEALTH_EFFECTS', 'WASTE']"
"ENVIRONMENTAL_IMPACT, FOSSIL_FUELS, HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:13:03.714727492Z,stop,595385209,56816033,197,51666000,18,443764000,"However , each year the particle pollution caused by coal power plants claims about 7,500 lives in the United States .",['FOSSIL_FUELS'],3,"['HEALTH_EFFECTS', 'FOSSIL_FUELS', 'ENVIRONMENTAL_IMPACT']"
"ACCIDENTS/SECURITY, ENVIRONMENTAL_IMPACT, HEALTH_EFFECTS 
",gemma2:27b,2024-09-11T15:13:04.384803422Z,stop,581047592,56666469,186,46475000,16,392197000,"They pose security , environmental and health risks at every step in their operation .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY', 'HEALTH_EFFECTS']",3,"['HEALTH_EFFECTS', 'ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"TECHNOLOGICAL_INNOVATION, COSTS 
",gemma2:27b,2024-09-11T15:13:04.819661472Z,stop,430920197,54903661,194,52506000,10,235336000,The move comes against the backdrop of nuclear innovations that seek to address safety and cost issues that have hampered the sector .,"['COSTS', 'ACCIDENTS/SECURITY']",2,"['COSTS', 'TECHNOLOGICAL_INNOVATION']"
"WASTE, WEAPONS 
",gemma2:27b,2024-09-11T15:13:05.200479245Z,stop,332861773,57054197,192,49817000,8,182784000,"This waste has to be maintained , monitored and guarded to prevent the materials from falling into the wrong hands .",['WASTE'],2,"['WASTE', 'WEAPONS']"
"ACCIDENTS/SECURITY 
COSTS 
",gemma2:27b,2024-09-11T15:13:05.681692863Z,stop,434224575,56356861,220,73988000,11,260430000,"A PRA must be done separately for each power plant ( at a cost of $ 5 million ) but we give typical results here : A fuel melt-down might be expected once in 20,000 years of reactor operation .",['ACCIDENTS/SECURITY'],2,"['COSTS', 'ACCIDENTS/SECURITY']"
"ENERGY_POLICY 
",gemma2:27b,2024-09-11T15:13:06.012353446Z,stop,284779808,54707507,198,52815000,6,132197000,"The Premier , Mr Brian Burke , said that the Cabinet had reaffirmed that in no circumstances would a nuclear power station be built in WA .",['ENERGY_POLICY'],1,['ENERGY_POLICY']
"WEAPONS, TECHNOLOGICAL_INNOVATION 
",gemma2:27b,2024-09-11T15:13:06.503900787Z,stop,444453553,56171996,205,58237000,12,286293000,"Since the development of the atomic bomb , the human race has found other uses for this technology that still divides people - it provides power for our homes and has medicinal uses .",['WEAPONS'],2,"['WEAPONS', 'TECHNOLOGICAL_INNOVATION']"
"ENERGY_POLICY, RELIABILITY 
",gemma2:27b,2024-09-11T15:13:06.94337868Z,stop,391689498,50365952,209,61771000,10,234329000,"The sober warning is that if more is not done , nuclear power will diminish as a practical and timely option for deployment at a scale that would constitute a material contribution to climate change risk mitigation .",['ENVIRONMENTAL_IMPACT'],2,"['ENERGY_POLICY', 'RELIABILITY']"
